Token Index,ICD-9,ICD-10,ICD-10-Align-Hierarchy,SHORT-TITLE
438,E9102,W69XXXA,W69,accidental drowning and submersion while in natural water
439,7481,Q308,Q30.8,other congenital malformations of nose
440,V1381,Z87892,Z87.89,personal history of other specified conditions
441,V5332,Z4502,Z45.02,encounter for adjustment and management of automatic implantable cardiac defibrillator
442,2356,D380,D38.0,neoplasm of uncertain behavior of larynx
443,80425,S066X8A,S06.6X,traumatic subarachnoid hemorrhage
444,76384,P0382,P03.82,meconium passage during delivery
445,E9554,X739XXA,X73.9,intentional self-harm by unspecified larger firearm discharge
446,99529,T50Z95A,T50.Z9,"poisoning by, adverse effect of and underdosing of other vaccines and biological substances"
447,31531,F801,F80.1,expressive language disorder
448,37530,H04309,H04.30,unspecified dacryocystitis
449,9651,T39314A,T39.31,"poisoning by, adverse effect of and underdosing of propionic acid derivatives"
450,V4364,Z96649,Z96.64,presence of artificial hip joint
451,7536,Q6439,Q64.39,other atresia and stenosis of urethra and bladder neck
452,7818,R414,R41.4,neurologic neglect syndrome
453,E8163,V285XXA,V28.5,motorcycle passenger injured in noncollision transport accident in traffic accident
454,61801,N8111,N81.11,"cystocele, midline"
455,3555,G5750,G57.50,"tarsal tunnel syndrome, unspecified lower limb"
456,9180,S00269A,S00.26,insect bite (nonvenomous) of eyelid and periocular area
457,30014,F4481,F44.81,dissociative identity disorder
458,0701,B159,B15.9,hepatitis a without hepatic coma
459,57410,K8018,K80.18,calculus of gallbladder with other cholecystitis without obstruction
460,4612,J0120,J01.20,"acute ethmoidal sinusitis, unspecified"
461,4281,I501,I50.1,"left ventricular failure, unspecified"
462,53010,K209,K20.9,"esophagitis, unspecified"
463,V1584,Z77090,Z77.09,"contact with and (suspected) exposure to other hazardous, chiefly nonmedicinal, chemicals"
464,20190,C8199,C81.99,"hodgkin lymphoma, unspecified, extranodal and solid organ sites"
465,85229,S065X9A,S06.5X,traumatic subdural hemorrhage
466,E8761,Y651,Y65.1,wrong fluid used in infusion
467,5728,K7290,K72.90,"hepatic failure, unspecified without coma"
468,7142,M061,M06.1,adult-onset still's disease
469,E9447,T50.4X,T50.4X,"poisoning by, adverse effect of and underdosing of drugs affecting uric acid metabolism"
470,65101,O30003,O30.00,"twin pregnancy, unspecified number of placenta and unspecified number of amniotic sacs"
471,81311,S52026C,S52.02,fracture of olecranon process without intraarticular extension of ulna
472,E8551,T46.0X1,T46.0X,"poisoning by, adverse effect of and underdosing of cardiac-stimulant glycosides and drugs of similar action"
473,77018,P2481,P24.81,other neonatal aspiration with respiratory symptoms
474,81351,S52539C,S52.53,colles' fracture
475,25542,E2749,E27.49,other adrenocortical insufficiency
476,82132,S72446C,S72.44,fracture of lower epiphysis (separation) of femur
477,8509,S060X0A,S06.0X,concussion
478,53531,K2921,K29.21,alcoholic gastritis with bleeding
479,20930,C7A1,C7A.1,malignant poorly differentiated neuroendocrine tumors
480,30015,F449,F44.9,"dissociative and conversion disorder, unspecified"
481,9890,T650X4A,T65.0X,toxic effect of cyanides
482,E8799,Y848,Y84.8,"other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
483,01894,A199,A19.9,"miliary tuberculosis, unspecified"
484,47824,J390,J39.0,retropharyngeal and parapharyngeal abscess
485,8280,S8292XA,S82.92,unspecified fracture of left lower leg
486,E9445,T50.3X,T50.3X,"poisoning by, adverse effect of and underdosing of electrolytic, caloric and water-balance agents"
487,40310,I129,I12.9,"hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease"
488,40290,I119,I11.9,hypertensive heart disease without heart failure
489,3007,F4522,F45.22,body dysmorphic disorder
490,01330,A1781,A17.81,tuberculoma of brain and spinal cord
491,7280,M60009,M60.00,"infective myositis, unspecified site"
492,97081,T405X4A,T40.5X,"poisoning by, adverse effect of and underdosing of cocaine"
493,72401,M4804,M48.04,"spinal stenosis, thoracic region"
494,01890,A199,A19.9,"miliary tuberculosis, unspecified"
495,71195,M01X59,M01.X5,direct infection of hip in infectious and parasitic diseases classified elsewhere
496,E8589,T43.8X1,T43.8X,"poisoning by, adverse effect of and underdosing of other psychotropic drugs"
497,6825,L03317,L03.31,cellulitis of trunk
498,78721,R1311,R13.11,"dysphagia, oral phase"
499,81209,S42296A,S42.29,other fracture of upper end of humerus
500,75453,Q6622,Q66.22,congenital metatarsus adductus
501,9693,T43594A,T43.59,"poisoning by, adverse effect of and underdosing of other antipsychotics and neuroleptics"
502,4379,I679,I67.9,"cerebrovascular disease, unspecified"
503,65583,O358XX0,O35.8,maternal care for other (suspected) fetal abnormality and damage
504,2411,E042,E04.2,nontoxic multinodular goiter
505,94850,T3250,T32.50,corrosions involving 50-59% of body surface with 0% to 9% third degree corrosion
506,8058,S322XXA,S32.2,fracture of coccyx
507,1892,C669,C66.9,malignant neoplasm of unspecified ureter
508,V1088,Z85858,Z85.85,personal history of malignant neoplasm of endocrine glands
509,V1851,Z8371,Z83.71,family history of colonic polyps
510,V195,Z8279,Z82.79,"family history of other congenital malformations, deformations and chromosomal abnormalities"
511,0413,B961,B96.1,klebsiella pneumoniae [k. pneumoniae] as the cause of diseases classified elsewhere
512,99642,T84029A,T84.02,dislocation of internal joint prosthesis
513,52330,K0520,K05.20,"aggressive periodontitis, unspecified"
514,V5049,Z4003,Z40.03,encounter for prophylactic removal of fallopian tube(s)
515,20979,C7B8,C7B.8,other secondary neuroendocrine tumors
516,43813,I69922,I69.92,speech and language deficits following unspecified cerebrovascular disease
517,7224,M5030,M50.30,"other cervical disc degeneration, unspecified cervical region"
518,8300,S0303XA,S03.03,"dislocation of jaw, bilateral"
519,42760,I4940,I49.40,unspecified premature depolarization
520,2442,E032,E03.2,hypothyroidism due to medicaments and other exogenous substances
521,71103,M00839,M00.83,"arthritis due to other bacteria, wrist"
522,2879,D699,D69.9,"hemorrhagic condition, unspecified"
523,3556,G5760,G57.60,"lesion of plantar nerve, unspecified lower limb"
524,3659,H409,H40.9,unspecified glaucoma
525,75315,Q614,Q61.4,renal dysplasia
526,30571,F1510,F15.10,"other stimulant abuse, uncomplicated"
527,20288,C8588,C85.88,"other specified types of non-hodgkin lymphoma, lymph nodes of multiple sites"
528,4210,I330,I33.0,acute and subacute infective endocarditis
529,75567,Q6689,Q66.89,other specified congenital deformities of feet
530,2769,E878,E87.8,"other disorders of electrolyte and fluid balance, not elsewhere classified"
531,5571,K551,K55.1,chronic vascular disorders of intestine
532,01805,A192,A19.2,"acute miliary tuberculosis, unspecified"
533,3569,G609,G60.9,"hereditary and idiopathic neuropathy, unspecified"
534,2326,D0460,D04.60,"carcinoma in situ of skin of unspecified upper limb, including shoulder"
535,99601,T82191A,T82.19,other mechanical complication of cardiac electronic device
536,2441,E890,E89.0,postprocedural hypothyroidism
537,37800,H5000,H50.00,unspecified esotropia
538,41032,I2111,I21.11,st elevation (stemi) myocardial infarction involving right coronary artery
539,72930,M793,M79.3,"panniculitis, unspecified"
540,56982,K633,K63.3,ulcer of intestine
541,37741,H47019,H47.01,ischemic optic neuropathy
542,1478,C118,C11.8,malignant neoplasm of overlapping sites of nasopharynx
543,E8042,V815XXA,V81.5,occupant of railway train or railway vehicle injured by fall in railway train or railway vehicle
544,E9499,T50.Z9,T50.Z9,"poisoning by, adverse effect of and underdosing of other vaccines and biological substances"
545,4822,J14,J14,pneumonia due to hemophilus influenzae
546,E8740,W27.XXA,W27,contact with nonpowered hand tool
547,77012,P2401,P24.01,meconium aspiration with respiratory symptoms
548,2812,D529,D52.9,"folate deficiency anemia, unspecified"
549,85100,S06330A,S06.33,"contusion and laceration of cerebrum, unspecified"
550,65921,O752,O75.2,"pyrexia during labor, not elsewhere classified"
551,8679,S3790XA,S37.90,unspecified injury of unspecified urinary and pelvic organ
552,8449,S86919A,S86.91,strain of unspecified muscle and tendon at lower leg level
553,V1029,Z8529,Z85.29,personal history of malignant neoplasm of other respiratory and intrathoracic organs
554,2930,F05,F05,delirium due to known physiological condition
555,52689,M272,M27.2,inflammatory conditions of jaws
556,71916,M25069,M25.06,"hemarthrosis, knee"
557,85194,S06335A,S06.33,"contusion and laceration of cerebrum, unspecified"
558,7946,R947,R94.7,abnormal results of other endocrine function studies
559,35782,G6281,G62.81,critical illness polyneuropathy
560,1505,C155,C15.5,malignant neoplasm of lower third of esophagus
561,00804,A043,A04.3,enterohemorrhagic escherichia coli infection
562,86321,S36400A,S36.40,unspecified injury of small intestine
563,57470,K8064,K80.64,calculus of gallbladder and bile duct with chronic cholecystitis without obstruction
564,33381,G245,G24.5,blepharospasm
565,49390,J45998,J45.99,other asthma
566,5839,N059,N05.9,unspecified nephritic syndrome with unspecified morphologic changes
567,E0139,Y93E9,Y93.E9,"activity, other interior property and clothing maintenance"
568,37005,H16069,H16.06,mycotic corneal ulcer
569,66604,O720,O72.0,third-stage hemorrhage
570,V4283,Z9483,Z94.83,pancreas transplant status
571,79381,R920,R92.0,mammographic microcalcification found on diagnostic imaging of breast
572,E969,Y0889XS,Y08.89,assault by other specified means
573,4560,I8501,I85.01,esophageal varices with bleeding
574,32727,G4737,G47.37,central sleep apnea in conditions classified elsewhere
575,5929,N209,N20.9,"urinary calculus, unspecified"
576,7678,P158,P15.8,other specified birth injuries
577,64233,O163,O16.3,"unspecified maternal hypertension, third trimester"
578,43850,I69969,I69.96,other paralytic syndrome following unspecified cerebrovascular disease
579,94234,T2173XA,T21.73,corrosion of third degree of upper back
580,82321,S82409A,S82.40,unspecified fracture of shaft of fibula
581,9349,T17998A,T17.99,"other foreign object in respiratory tract, part unspecified"
582,77084,P285,P28.5,respiratory failure of newborn
583,78659,R0789,R07.89,other chest pain
584,96501,T401X4A,T40.1X,poisoning by and adverse effect of heroin
585,25082,E1169,E11.69,type 2 diabetes mellitus with other specified complication
586,01402,A1831,A18.31,tuberculous peritonitis
587,82523,S92216A,S92.21,fracture of cuboid bone
588,71238,M1128,M11.28,"other chondrocalcinosis, vertebrae"
589,5996,N39.3,N39.3,stress incontinence (female) (male)
590,2740,M10.0,M10.0,idiopathic gout
591,4478,I7789,I77.89,other specified disorders of arteries and arterioles
592,72885,M62838,M62.83,muscle spasm
593,80022,S066X2A,S06.6X,traumatic subarachnoid hemorrhage
594,61650,N766,N76.6,ulceration of vulva
595,V155,Z86.69,Z86.69,personal history of other diseases of the nervous system and sense organs
596,5994,N365,N36.5,urethral false passage
597,V1869,Z841,Z84.1,family history of disorders of kidney and ureter
598,20917,C7A026,C7A.02,"malignant carcinoid tumors of the appendix, large intestine, and rectum"
599,1971,C781,C78.1,secondary malignant neoplasm of mediastinum
600,70706,L89509,L89.50,pressure ulcer of unspecified ankle
601,4170,I280,I28.0,arteriovenous fistula of pulmonary vessels
602,37034,H16219,H16.21,exposure keratoconjunctivitis
603,5401,K353,K35.3,acute appendicitis with localized peritonitis
604,20312,C9012,C90.12,plasma cell leukemia in relapse
605,9563,S8410XA,S84.10,"injury of peroneal nerve at lower leg level, unspecified leg"
606,317,F70,F70,mild intellectual disabilities
607,90453,S85169A,S85.16,unspecified injury of posterior tibial artery
608,81512,S62349B,S62.34,nondisplaced fracture of base of other metacarpal bone
609,6218,N858,N85.8,other specified noninflammatory disorders of uterus
610,65451,O3433,O34.33,"maternal care for cervical incompetence, third trimester"
611,1649,C383,C38.3,"malignant neoplasm of mediastinum, part unspecified"
612,47811,J3481,J34.81,nasal mucositis (ulcerative)
613,27503,E83119,E83.11,hemochromatosis
614,45189,I808,I80.8,phlebitis and thrombophlebitis of other sites
615,5118,J94.8,J94.8,other specified pleural conditions
616,20891,C9591,C95.91,"leukemia, unspecified, in remission"
617,78906,R1013,R10.13,epigastric pain
618,E8600,T51.0X1A,T51.0X,toxic effect of ethanol
619,E8798,Y848,Y84.8,"other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
620,7138,M1480,M14.80,"arthropathies in other specified diseases classified elsewhere, unspecified site"
621,81012,S42026B,S42.02,fracture of shaft of clavicle
622,E9425,T46.3X,T46.3X,"poisoning by, adverse effect of and underdosing of coronary vasodilators"
623,E8502,T40.1,T40.1,poisoning by and adverse effect of heroin
624,78961,R10821,R10.82,rebound abdominal tenderness
625,75671,Q7951,Q79.51,congenital hernia of bladder
626,37749,H47099,H47.09,"other disorders of optic nerve, not elsewhere classified"
627,8441,S83419A,S83.41,sprain of medial collateral ligament of knee
628,5309,K229,K22.9,"disease of esophagus, unspecified"
629,59389,N2889,N28.89,other specified disorders of kidney and ureter
630,8870,S68729A,S68.72,partial traumatic transmetacarpal amputation of hand
631,V6141,Z6372,Z63.72,alcoholism and drug addiction in family
632,2764,E874,E87.4,mixed disorder of acid-base balance
633,83901,S13111A,S13.11,subluxation and dislocation of c0/c1 cervical vertebrae
634,V122,Z86.11,Z86.11,personal history of tuberculosis
635,96500,T400X4A,T40.0X,"poisoning by, adverse effect of and underdosing of opium"
636,7454,Q210,Q21.0,ventricular septal defect
637,4411,I711,I71.1,"thoracic aortic aneurysm, ruptured"
638,3829,H6690,H66.90,"otitis media, unspecified, unspecified ear"
639,V1053,Z8553,Z85.53,personal history of malignant neoplasm of renal pelvis
640,07989,B9789,B97.89,other viral agents as the cause of diseases classified elsewhere
641,9238,S40019A,S40.01,contusion of shoulder
642,64782,O99835,O99.83,"other infection carrier state complicating pregnancy, childbirth and the puerperium"
643,94519,T25599A,T25.59,corrosion of first degree of multiple sites of ankle and foot
644,7763,P616,P61.6,other transient neonatal disorders of coagulation
645,7732,P559,P55.9,"hemolytic disease of newborn, unspecified"
646,4238,I318,I31.8,other specified diseases of pericardium
647,E9424,T46.3X,T46.3X,"poisoning by, adverse effect of and underdosing of coronary vasodilators"
648,74510,Q203,Q20.3,discordant ventriculoarterial connection
649,9278,S479XXA,S47.9,"crushing injury of shoulder and upper arm, unspecified arm"
650,3952,I062,I06.2,rheumatic aortic stenosis with insufficiency
651,V638,Z758,Z75.8,other problems related to medical facilities and other health care
652,72782,M7140,M71.40,"calcium deposit in bursa, unspecified site"
653,40411,I130,I13.0,"hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease"
654,2102,D119,D11.9,"benign neoplasm of major salivary gland, unspecified"
