Token Index,ICD-9,ICD-10,ICD-10-Align-Hierarchy,SHORT-TITLE
437,7994,R64,R64,cachexia
438,00324,A0224,A02.24,salmonella osteomyelitis
439,85223,S065X4A,S06.5X,traumatic subdural hemorrhage
440,V610,Z63.0,Z63.0,problems in relationship with spouse or partner
441,E8528,T50.991A,T50.99,"poisoning by, adverse effect of and underdosing of other drugs, medicaments and biological substances"
442,36846,H53469,H53.46,homonymous bilateral field defects
443,90254,S35516A,S35.51,injury of iliac artery or vein
444,2331,D069,D06.9,"carcinoma in situ of cervix, unspecified"
445,75015,Q382,Q38.2,macroglossia
446,6234,N898,N89.8,other specified noninflammatory disorders of vagina
447,9596,S79929A,S79.92,unspecified injury of thigh
448,9671,T426X1A,T42.6X,"poisoning by, adverse effect of and underdosing of other antiepileptic and sedative-hypnotic drugs"
449,80161,S02109B,S02.10,unspecified fracture of base of skull
450,99562,T7802XA,T78.02,anaphylactic reaction due to shellfish (crustaceans)
451,E9063,W5501XA,W55.01,bitten by cat
452,85100,S06330A,S06.33,"contusion and laceration of cerebrum, unspecified"
453,56983,K631,K63.1,perforation of intestine (nontraumatic)
454,30983,F438,F43.8,other reactions to severe stress
455,37775,H47619,H47.61,cortical blindness
456,00849,A048,A04.8,other specified bacterial intestinal infections
457,72982,R252,R25.2,cramp and spasm
458,04181,B960,B96.0,mycoplasma pneumoniae [m. pneumoniae] as the cause of diseases classified elsewhere
459,V601,Z591,Z59.1,inadequate housing
460,2812,D529,D52.9,"folate deficiency anemia, unspecified"
461,36616,H2510,H25.10,"age-related nuclear cataract, unspecified eye"
462,20301,C9001,C90.01,multiple myeloma in remission
463,V708,Z008,Z00.8,encounter for other general examination
464,38401,H73019,H73.01,bullous myringitis
465,7920,R839,R83.9,unspecified abnormal finding in cerebrospinal fluid
466,37731,H4600,H46.00,"optic papillitis, unspecified eye"
467,5752,K820,K82.0,obstruction of gallbladder
468,7585,Q928,Q92.8,other specified trisomies and partial trisomies of autosomes
469,65653,O365930,O36.59,maternal care for other known or suspected poor fetal growth
470,0400,A480,A48.0,gas gangrene
471,36254,H35349,H35.34,"macular cyst, hole, or pseudohole"
472,9239,S40019A,S40.01,contusion of shoulder
473,73316,M84469A,M84.46,"pathological fracture, tibia and fibula"
474,81244,S42476A,S42.47,transcondylar fracture of humerus
475,24201,E0501,E05.01,thyrotoxicosis with diffuse goiter with thyrotoxic crisis or storm
476,66410,O701,O70.1,second degree perineal laceration during delivery
477,V430,Z970,Z97.0,presence of artificial eye
478,17339,C44399,C44.39,other specified malignant neoplasm of skin of other and unspecified parts of face
479,5283,K122,K12.2,cellulitis and abscess of mouth
480,4220,I41,I41,myocarditis in diseases classified elsewhere
481,0993,M0230,M02.30,"reiter's disease, unspecified site"
482,40519,I158,I15.8,other secondary hypertension
483,2273,D353,D35.3,benign neoplasm of craniopharyngeal duct
484,34431,G8312,G83.12,monoplegia of lower limb affecting left dominant side
485,2811,D518,D51.8,other vitamin b12 deficiency anemias
486,2391,D491,D49.1,neoplasm of unspecified behavior of respiratory system
487,78909,R1030,R10.30,"lower abdominal pain, unspecified"
488,64944,O99355,O99.35,"diseases of the nervous system complicating pregnancy, childbirth, and the puerperium"
489,3885,H933X9,H93.3X,disorders of acoustic nerve
490,84209,S63599A,S63.59,other specified sprain of wrist
491,37210,H10409,H10.40,unspecified chronic conjunctivitis
492,7423,Q038,Q03.8,other congenital hydrocephalus
493,V1584,Z77090,Z77.09,"contact with and (suspected) exposure to other hazardous, chiefly nonmedicinal, chemicals"
494,55201,K4131,K41.31,"unilateral femoral hernia, with obstruction, without gangrene, recurrent"
495,2167,D2370,D23.70,"other benign neoplasm of skin of unspecified lower limb, including hip"
496,80146,S02109A,S02.10,unspecified fracture of base of skull
497,E030,Y939,Y93.9,"activity, unspecified"
498,37220,H10509,H10.50,unspecified blepharoconjunctivitis
499,75219,Q506,Q50.6,other congenital malformations of fallopian tube and broad ligament
500,E8791,Y841,Y84.1,"kidney dialysis as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
501,52579,M2769,M27.69,other endosseous dental implant failure
502,45340,I82409,I82.40,acute embolism and thrombosis of unspecified deep veins of lower extremity
503,01203,A156,A15.6,tuberculous pleurisy
504,2871,D691,D69.1,qualitative platelet defects
505,63552,O0481,O04.81,shock following (induced) termination of pregnancy
506,1469,C109,C10.9,"malignant neoplasm of oropharynx, unspecified"
507,99951,T8061XA,T80.61,other serum reaction due to administration of blood and blood products
508,0953,A5274,A52.74,syphilis of liver and other viscera
509,96903,T43224A,T43.22,"poisoning by, adverse effect of and underdosing of selective serotonin reuptake inhibitors"
510,5903,N2886,N28.86,ureteritis cystica
511,42731,I4891,I48.91,unspecified atrial fibrillation
512,V714,Z043,Z04.3,encounter for examination and observation following other accident
513,88000,S41009A,S41.00,unspecified open wound of shoulder
514,45351,I825Y9,I82.5Y,chronic embolism and thrombosis of unspecified deep veins of proximal lower extremity
515,431,I619,I61.9,"nontraumatic intracerebral hemorrhage, unspecified"
516,53300,K270,K27.0,"acute peptic ulcer, site unspecified, with hemorrhage"
517,2363,D399,D39.9,"neoplasm of uncertain behavior of female genital organ, unspecified"
518,E0130,Y93E1,Y93.E1,"activity, personal bathing and showering"
519,3522,G521,G52.1,disorders of glossopharyngeal nerve
520,V172,Z820,Z82.0,family history of epilepsy and other diseases of the nervous system
521,78799,R198,R19.8,other specified symptoms and signs involving the digestive system and abdomen
522,90089,S158XXA,S15.8,injury of other specified blood vessels at neck level
523,E9051,W57.XXXA,W57,bitten or stung by nonvenomous insect and other nonvenomous arthropods
524,56213,K5733,K57.33,diverticulitis of large intestine without perforation or abscess with bleeding
525,74731,Q2571,Q25.71,coarctation of pulmonary artery
526,6141,N7013,N70.13,chronic salpingitis and oophoritis
527,0074,A072,A07.2,cryptosporidiosis
528,4957,J677,J67.7,air conditioner and humidifier lung
529,64254,O1425,O14.25,"hellp syndrome, complicating the puerperium"
530,3980,I090,I09.0,rheumatic myocarditis
531,E8217,V888XXA,V88.8,"person injured in other specified noncollision transport accidents involving motor vehicle, nontraffic"
532,36203,E113299,E11.32,type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy
533,80508,S129XXA,S12.9,"fracture of neck, unspecified"
534,72700,M659,M65.9,"synovitis and tenosynovitis, unspecified"
535,8931,S91129A,S91.12,laceration with foreign body of toe without damage to nail
536,34671,G43719,G43.71,"chronic migraine without aura, intractable"
537,V1209,Z8619,Z86.19,personal history of other infectious and parasitic diseases
538,E8508,T42.8X,T42.8X,"poisoning by, adverse effect of and underdosing of antiparkinsonism drugs and other central muscle-tone depressants"
539,37515,H04129,H04.12,dry eye syndrome
540,9558,S448X9A,S44.8X,injury of other nerves at shoulder and upper arm level
541,83650,S83106A,S83.10,unspecified subluxation and dislocation of knee
542,E8640,T51.8X,T51.8X,toxic effect of other alcohols
543,E9172,W208XXA,W20.8,"other cause of strike by thrown, projected or falling object"
544,04109,B954,B95.4,other streptococcus as the cause of diseases classified elsewhere
545,85206,S066X9A,S06.6X,traumatic subarachnoid hemorrhage
546,9783,T50A92A,T50.A9,"poisoning by, adverse effect of and underdosing of other bacterial vaccines"
547,29510,F201,F20.1,disorganized schizophrenia
548,87371,S01522A,S01.52,laceration of lip and oral cavity with foreign body
549,700,L84,L84,corns and callosities
550,73733,M965,M96.5,postradiation scoliosis
551,41032,I2111,I21.11,st elevation (stemi) myocardial infarction involving right coronary artery
552,28246,D563,D56.3,thalassemia minor
553,E8162,V284XXA,V28.4,motorcycle driver injured in noncollision transport accident in traffic accident
554,73642,M21169,M21.16,"varus deformity, not elsewhere classified, knee"
555,2163,D2339,D23.39,other benign neoplasm of skin of other parts of face
556,36646,H268,H26.8,other specified cataract
557,78703,R1112,R11.12,projectile vomiting
558,80151,S02109B,S02.10,unspecified fracture of base of skull
559,36544,H42,H42,glaucoma in diseases classified elsewhere
560,85196,S06339A,S06.33,"contusion and laceration of cerebrum, unspecified"
561,1832,C5700,C57.00,malignant neoplasm of unspecified fallopian tube
562,V8539,Z6839,Z68.39,"body mass index [bmi] 39.0-39.9, adult"
563,V0980,Z1639,Z16.39,resistance to other specified antimicrobial drug
564,5778,K8689,K86.89,other specified diseases of pancreas
565,4150,I2609,I26.09,other pulmonary embolism with acute cor pulmonale
566,37633,H05229,H05.22,edema of orbit
567,27919,D848,D84.8,other specified immunodeficiencies
568,30542,F1310,F13.10,"sedative, hypnotic or anxiolytic abuse, uncomplicated"
569,V554,Z434,Z43.4,encounter for attention to other artificial openings of digestive tract
570,52430,M2630,M26.30,unspecified anomaly of tooth position of fully erupted tooth or teeth
571,74330,Q120,Q12.0,congenital cataract
572,60499,N453,N45.3,epididymo-orchitis
573,17361,C44611,C44.61,"basal cell carcinoma of skin of upper limb, including shoulder"
574,30723,F952,F95.2,tourette's disorder
575,71865,M247,M24.7,protrusio acetabuli
576,65503,O350XX0,O35.0,maternal care for (suspected) central nervous system malformation in fetus
577,E8586,T50.3X,T50.3X,"poisoning by, adverse effect of and underdosing of electrolytic, caloric and water-balance agents"
578,30432,F1220,F12.20,"cannabis dependence, uncomplicated"
579,7917,R8299,R82.99,other abnormal findings in urine
580,5935,N134,N13.4,hydroureter
581,6162,N750,N75.0,cyst of bartholin's gland
582,31081,F482,F48.2,pseudobulbar affect
583,25012,E1110,E11.10,type 2 diabetes mellitus with ketoacidosis without coma
584,8401,S4380XA,S43.80,sprain of other specified parts of unspecified shoulder girdle
585,7350,M2010,M20.10,"hallux valgus (acquired), unspecified foot"
586,E8129,V877XXA,V87.7,person injured in collision between other specified motor vehicles (traffic)
587,82002,S72036A,S72.03,midcervical fracture of femur
588,70704,L89209,L89.20,pressure ulcer of unspecified hip
589,3379,G909,G90.9,"disorder of the autonomic nervous system, unspecified"
590,82123,S72456A,S72.45,supracondylar fracture without intracondylar extension of lower end of femur
591,9581,T791XXA,T79.1,fat embolism (traumatic)
592,6268,N931,N93.1,pre-pubertal vaginal bleeding
593,60783,N4889,N48.89,other specified disorders of penis
594,71848,M2450,M24.50,"contracture, unspecified joint"
595,8053,S22009B,S22.00,fracture of unspecified thoracic vertebra
596,0388,A4189,A41.89,other specified sepsis
597,09886,A5485,A54.85,gonococcal peritonitis
598,28529,D638,D63.8,anemia in other chronic diseases classified elsewhere
599,1769,C469,C46.9,"kaposi's sarcoma, unspecified"
600,7482,Q310,Q31.0,web of larynx
601,8960,S98929A,S98.92,"partial traumatic amputation of foot, level unspecified"
602,79955,R41844,R41.84,other specified cognitive deficit
603,E9064,W57XXXA,W57,bitten or stung by nonvenomous insect and other nonvenomous arthropods
604,30523,F1211,F12.11,"cannabis abuse, in remission"
605,80100,S02109A,S02.10,unspecified fracture of base of skull
606,E9057,T71.51XA,T71,asphyxiation
607,E8502,T40.1,T40.1,poisoning by and adverse effect of heroin
608,7089,L509,L50.9,"urticaria, unspecified"
609,6809,L0293,L02.93,"carbuncle, unspecified"
610,80851,S32309B,S32.30,unspecified fracture of ilium
611,6284,N978,N97.8,female infertility of other origin
612,53390,K279,K27.9,"peptic ulcer, site unspecified, unspecified as acute or chronic, without hemorrhage or perforation"
613,E8131,V466XXA,V46.6,car passenger injured in collision with other nonmotor vehicle in traffic accident
614,V558,Z438,Z43.8,encounter for attention to other artificial openings
615,71103,M00839,M00.83,"arthritis due to other bacteria, wrist"
616,4772,J3081,J30.81,allergic rhinitis due to animal (cat) (dog) hair and dander
617,1373,B902,B90.2,sequelae of tuberculosis of bones and joints
618,03811,A4101,A41.01,sepsis due to methicillin susceptible staphylococcus aureus
619,538,K9281,K92.81,gastrointestinal mucositis (ulcerative)
620,74689,Q248,Q24.8,other specified congenital malformations of heart
621,2940,F04,F04,amnestic disorder due to known physiological condition
622,72633,M7020,M70.20,"olecranon bursitis, unspecified elbow"
623,78760,R159,R15.9,full incontinence of feces
624,34541,G40219,G40.21,"localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures, intractable"
625,0272,A280,A28.0,pasteurellosis
626,2738,E8809,E88.09,"other disorders of plasma-protein metabolism, not elsewhere classified"
627,V232,O09291,O09.29,supervision of pregnancy with other poor reproductive or obstetric history
628,22801,D1801,D18.01,hemangioma of skin and subcutaneous tissue
629,65331,O333XX0,O33.3,maternal care for disproportion due to outlet contraction of pelvis
630,99654,T8549XA,T85.49,other mechanical complication of breast prosthesis and implant
631,62409,N904,N90.4,leukoplakia of vulva
632,20061,C8471,C84.71,"anaplastic large cell lymphoma, alk-negative, lymph nodes of head, face, and neck"
633,73734,M4130,M41.30,"thoracogenic scoliosis, site unspecified"
634,58081,N08,N08,glomerular disorders in diseases classified elsewhere
635,73340,M8700,M87.00,idiopathic aseptic necrosis of unspecified bone
636,V1381,Z87892,Z87.89,personal history of other specified conditions
637,5994,N365,N36.5,urethral false passage
638,20077,C8337,C83.37,"diffuse large b-cell lymphoma, spleen"
639,79582,R971,R97.1,elevated cancer antigen 125 [ca 125]
640,84502,S93419A,S93.41,sprain of calcaneofibular ligament
641,66882,O898,O89.8,other complications of anesthesia during the puerperium
642,30540,F1310,F13.10,"sedative, hypnotic or anxiolytic abuse, uncomplicated"
643,7866,R222,R22.2,"localized swelling, mass and lump, trunk"
644,56402,K5902,K59.02,outlet dysfunction constipation
645,0943,A522,A52.2,asymptomatic neurosyphilis
646,44023,I7025,I70.25,atherosclerosis of native arteries of other extremities with ulceration
647,9949,T7589XA,T75.89,other specified effects of external causes
648,20005,C8335,C83.35,"diffuse large b-cell lymphoma, lymph nodes of inguinal region and lower limb"
649,94103,T2042XA,T20.42,corrosion of unspecified degree of lip(s)
650,E8243,V233XXA,V23.3,"person boarding or alighting a motorcycle injured in collision with car, pick-up truck or van"
651,66501,O7103,O71.03,"rupture of uterus before onset of labor, third trimester"
652,7452,Q213,Q21.3,tetralogy of fallot
653,64083,O208,O20.8,other hemorrhage in early pregnancy
654,7558,Q748,Q74.8,other specified congenital malformations of limb(s)
655,5368,K30,K30,functional dyspepsia
656,6216,N854,N85.4,malposition of uterus
657,81313,S52279C,S52.27,monteggia's fracture of ulna
